Id,Category
2997,2
2998,4
2999,8
3000,2
3001,4
3002,1
3003,5
3004,5
3005,4
3006,10
3007,5
3008,0
3009,2
3010,0
3011,3
3012,0
3013,9
3014,3
3015,3
3016,2
3017,5
3018,3
3019,5
3020,6
3021,0
3022,5
3023,5
3024,0
3025,4
3026,6
3027,2
3028,10
3029,6
3030,2
3031,6
3032,9
3033,5
3034,10
3035,4
3036,9
3037,3
3038,10
3039,5
3040,3
3041,9
3042,10
3043,9
3044,9
3045,3
3046,4
3047,2
3048,5
3049,5
3050,1
3051,3
3052,5
3053,10
3054,6
3055,9
3056,2
3057,9
3058,3
3059,10
3060,8
3061,0
3062,10
3063,9
3064,10
3065,1
3066,6
3067,4
3068,10
3069,5
3070,3
3071,5
3072,0
3073,5
3074,10
3075,9
3076,3
3077,3
3078,0
3079,5
3080,2
3081,10
3082,2
3083,9
3084,10
3085,3
3086,5
3087,2
3088,0
3089,3
3090,9
3091,4
3092,9
3093,9
3094,3
3095,4
3096,9
3097,5
3098,3
3099,3
3100,4
3101,9
3102,5
3103,4
3104,8
3105,3
3106,0
3107,9
3108,8
3109,2
3110,8
3111,8
3112,5
3113,5
3114,9
3115,9
3116,8
3117,1
3118,6
3119,2
3120,2
3121,9
3122,5
3123,4
3124,8
3125,3
3126,8
3127,5
3128,9
3129,5
3130,10
3131,5
3132,4
3133,7
3134,5
3135,1
3136,4
3137,5
3138,2
3139,5
3140,5
3141,6
3142,9
3143,3
3144,10
3145,8
3146,1
3147,10
3148,5
3149,4
3150,4
3151,5
3152,0
3153,0
3154,9
3155,9
3156,4
3157,2
3158,4
3159,5
3160,10
3161,1
3162,8
3163,10
3164,9
3165,4
3166,9
3167,9
3168,2
3169,0
3170,2
3171,10
3172,3
3173,10
3174,3
3175,0
3176,10
3177,4
3178,6
3179,3
3180,5
3181,8
3182,9
3183,8
3184,4
3185,8
3186,9
3187,2
3188,5
3189,6
3190,3
3191,3
3192,9
3193,4
3194,5
3195,4
3196,10
3197,8
3198,2
3199,3
3200,10
3201,3
3202,10
3203,8
3204,7
3205,10
3206,4
3207,9
3208,0
3209,5
3210,1
3211,1
3212,9
3213,0
3214,10
3215,9
3216,9
3217,2
3218,8
3219,9
3220,9
3221,9
3222,3
3223,1
3224,1
3225,0
3226,9
3227,9
3228,4
3229,6
3230,0
3231,4
3232,8
3233,5
3234,7
3235,5
3236,2
3237,6
3238,5
3239,5
3240,9
3241,10
3242,7
3243,8
3244,3
3245,6
3246,8
3247,3
3248,9
3249,4
3250,10
3251,5
3252,1
3253,2
3254,8
3255,4
3256,0
3257,4
3258,5
3259,5
3260,5
3261,5
3262,3
3263,5
3264,3
3265,10
3266,9
3267,8
3268,8
3269,6
3270,5
3271,4
3272,9
3273,10
3274,4
3275,8
3276,2
3277,0
3278,3
3279,9
3280,6
3281,10
3282,1
3283,3
3284,9
3285,4
3286,6
3287,3
3288,4
3289,1
3290,7
3291,9
3292,8
3293,2
3294,10
3295,7
3296,8
3297,10
3298,9
3299,7
3300,4
3301,9
3302,1
3303,0
3304,8
3305,2
3306,9
3307,3
3308,2
3309,9
3310,1
3311,2
3312,9
3313,5
3314,8
3315,10
3316,3
3317,10
3318,1
3319,3
3320,1
3321,4
3322,8
3323,5
3324,1
3325,2
3326,5
3327,5
3328,10
3329,4
3330,3
3331,9
3332,10
3333,8
3334,4
3335,5
3336,9
3337,10
3338,3
3339,5
3340,6
3341,4
3342,2
3343,8
3344,5
3345,0
3346,1
